"","GO_ID","gene"
"1","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG13"
"2","KEGG_N_GLYCAN_BIOSYNTHESIS","DOLPP1"
"3","KEGG_N_GLYCAN_BIOSYNTHESIS","RPN1"
"4","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG14"
"5","KEGG_N_GLYCAN_BIOSYNTHESIS","MAN1B1"
"6","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG3"
"7","KEGG_N_GLYCAN_BIOSYNTHESIS","B4GALT1"
"8","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT5"
"9","KEGG_N_GLYCAN_BIOSYNTHESIS","RPN2"
"10","KEGG_N_GLYCAN_BIOSYNTHESIS","STT3A"
"11","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT3"
"12","KEGG_N_GLYCAN_BIOSYNTHESIS","DAD1"
"13","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT2"
"14","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG12"
"15","KEGG_N_GLYCAN_BIOSYNTHESIS","TUSC3"
"16","KEGG_N_GLYCAN_BIOSYNTHESIS","MAN1C1"
"17","KEGG_N_GLYCAN_BIOSYNTHESIS","DPM2"
"18","KEGG_N_GLYCAN_BIOSYNTHESIS","DPM1"
"19","KEGG_N_GLYCAN_BIOSYNTHESIS","GANAB"
"20","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG1"
"21","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT4A"
"22","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG10B"
"23","KEGG_N_GLYCAN_BIOSYNTHESIS","STT3B"
"24","KEGG_N_GLYCAN_BIOSYNTHESIS","MAN1A2"
"25","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG10"
"26","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG11"
"27","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG8"
"28","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG2"
"29","KEGG_N_GLYCAN_BIOSYNTHESIS","DPAGT1"
"30","KEGG_N_GLYCAN_BIOSYNTHESIS","RFT1"
"31","KEGG_N_GLYCAN_BIOSYNTHESIS","DPM3"
"32","KEGG_N_GLYCAN_BIOSYNTHESIS","DDOST"
"33","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT4B"
"34","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG6"
"35","KEGG_N_GLYCAN_BIOSYNTHESIS","MAN2A2"
"36","KEGG_N_GLYCAN_BIOSYNTHESIS","MAN1A1"
"37","KEGG_N_GLYCAN_BIOSYNTHESIS","MAN2A1"
"38","KEGG_N_GLYCAN_BIOSYNTHESIS","ST6GAL1"
"39","KEGG_N_GLYCAN_BIOSYNTHESIS","B4GALT3"
"40","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG5"
"41","KEGG_N_GLYCAN_BIOSYNTHESIS","B4GALT2"
"42","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT5B"
"43","KEGG_N_GLYCAN_BIOSYNTHESIS","ALG9"
"44","KEGG_N_GLYCAN_BIOSYNTHESIS","MOGS"
"45","KEGG_N_GLYCAN_BIOSYNTHESIS","FUT8"
"46","KEGG_N_GLYCAN_BIOSYNTHESIS","MGAT1"
"47","KEGG_OTHER_GLYCAN_DEGRADATION","ENGASE"
"48","KEGG_OTHER_GLYCAN_DEGRADATION","GLB1"
"49","KEGG_OTHER_GLYCAN_DEGRADATION","MANBA"
"50","KEGG_OTHER_GLYCAN_DEGRADATION","MAN2B1"
"51","KEGG_OTHER_GLYCAN_DEGRADATION","GBA"
"52","KEGG_OTHER_GLYCAN_DEGRADATION","NEU4"
"53","KEGG_OTHER_GLYCAN_DEGRADATION","NEU2"
"54","KEGG_OTHER_GLYCAN_DEGRADATION","NEU1"
"55","KEGG_OTHER_GLYCAN_DEGRADATION","FUCA1"
"56","KEGG_OTHER_GLYCAN_DEGRADATION","FUCA2"
"57","KEGG_OTHER_GLYCAN_DEGRADATION","AGA"
"58","KEGG_OTHER_GLYCAN_DEGRADATION","MAN2C1"
"59","KEGG_OTHER_GLYCAN_DEGRADATION","MAN2B2"
"60","KEGG_OTHER_GLYCAN_DEGRADATION","NEU3"
"61","KEGG_OTHER_GLYCAN_DEGRADATION","HEXB"
"62","KEGG_OTHER_GLYCAN_DEGRADATION","HEXA"
"63","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT4"
"64","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT15"
"65","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNTL5"
"66","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT6"
"67","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT5"
"68","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT16"
"69","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNTL6"
"70","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT13"
"71","KEGG_O_GLYCAN_BIOSYNTHESIS","GCNT3"
"72","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT10"
"73","KEGG_O_GLYCAN_BIOSYNTHESIS","ST6GALNAC1"
"74","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT9"
"75","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT7"
"76","KEGG_O_GLYCAN_BIOSYNTHESIS","GCNT4"
"77","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT11"
"78","KEGG_O_GLYCAN_BIOSYNTHESIS","GCNT1"
"79","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT8"
"80","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT14"
"81","KEGG_O_GLYCAN_BIOSYNTHESIS","B3GNT6"
"82","KEGG_O_GLYCAN_BIOSYNTHESIS","C1GALT1"
"83","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT18"
"84","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT12"
"85","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT2"
"86","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT3"
"87","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT17"
"88","KEGG_O_GLYCAN_BIOSYNTHESIS","GALNT1"
"89","KEGG_O_GLYCAN_BIOSYNTHESIS","ST3GAL2"
"90","KEGG_O_GLYCAN_BIOSYNTHESIS","ST3GAL1"
"91","KEGG_O_GLYCAN_BIOSYNTHESIS","B4GALT5"
"92","KEGG_O_GLYCAN_BIOSYNTHESIS","C1GALT1C1"
"93","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HS3ST3A1"
"94","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HPSE"
"95","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HPSE2"
"96","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","GLB1"
"97","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","GUSB"
"98","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HYAL3"
"99","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","GNS"
"100","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HYAL4"
"101","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HYAL1"
"102","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HYAL2"
"103","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","SPAM1"
"104","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HGSNAT"
"105","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","GALNS"
"106","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","IDUA"
"107","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HS3ST3B1"
"108","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","SGSH"
"109","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HEXB"
"110","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","NAGLU"
"111","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","HEXA"
"112","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","IDS"
"113","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","ARSB"
"114","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","CHST2"
"115","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B4GAT1"
"116","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B3GNT2"
"117","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","CHST1"
"118","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B4GALT1"
"119","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B3GNT7"
"120","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","ST3GAL2"
"121","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B4GALT3"
"122","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","ST3GAL1"
"123","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B4GALT2"
"124","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","B4GALT4"
"125","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","CHST4"
"126","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","ST3GAL3"
"127","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","FUT8"
"128","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","CHST6"
"129","KEGG_GLYCEROLIPID_METABOLISM","MBOAT2"
"130","KEGG_GLYCEROLIPID_METABOLISM","GPAM"
"131","KEGG_GLYCEROLIPID_METABOLISM","LIPG"
"132","KEGG_GLYCEROLIPID_METABOLISM","DGKZ"
"133","KEGG_GLYCEROLIPID_METABOLISM","DGKE"
"134","KEGG_GLYCEROLIPID_METABOLISM","DGKD"
"135","KEGG_GLYCEROLIPID_METABOLISM","DGKH"
"136","KEGG_GLYCEROLIPID_METABOLISM","MBOAT1"
"137","KEGG_GLYCEROLIPID_METABOLISM","GK"
"138","KEGG_GLYCEROLIPID_METABOLISM","DGAT2"
"139","KEGG_GLYCEROLIPID_METABOLISM","GK2"
"140","KEGG_GLYCEROLIPID_METABOLISM","GLA"
"141","KEGG_GLYCEROLIPID_METABOLISM","ALDH7A1"
"142","KEGG_GLYCEROLIPID_METABOLISM","AGK"
"143","KEGG_GLYCEROLIPID_METABOLISM","TKFC"
"144","KEGG_GLYCEROLIPID_METABOLISM","AGPAT3"
"145","KEGG_GLYCEROLIPID_METABOLISM","AWAT2"
"146","KEGG_GLYCEROLIPID_METABOLISM","AGPAT4"
"147","KEGG_GLYCEROLIPID_METABOLISM","AKR1B1"
"148","KEGG_GLYCEROLIPID_METABOLISM","PNLIPRP2"
"149","KEGG_GLYCEROLIPID_METABOLISM","PNLIPRP1"
"150","KEGG_GLYCEROLIPID_METABOLISM","PNLIP"
"151","KEGG_GLYCEROLIPID_METABOLISM","DGAT1"
"152","KEGG_GLYCEROLIPID_METABOLISM","GLYCTK"
"153","KEGG_GLYCEROLIPID_METABOLISM","LPL"
"154","KEGG_GLYCEROLIPID_METABOLISM","ALDH1B1"
"155","KEGG_GLYCEROLIPID_METABOLISM","DGKQ"
"156","KEGG_GLYCEROLIPID_METABOLISM","ALDH2"
"157","KEGG_GLYCEROLIPID_METABOLISM","DGKB"
"158","KEGG_GLYCEROLIPID_METABOLISM","DGKG"
"159","KEGG_GLYCEROLIPID_METABOLISM","AKR1A1"
"160","KEGG_GLYCEROLIPID_METABOLISM","DGKA"
"161","KEGG_GLYCEROLIPID_METABOLISM","PLPP3"
"162","KEGG_GLYCEROLIPID_METABOLISM","LIPC"
"163","KEGG_GLYCEROLIPID_METABOLISM","DGKI"
"164","KEGG_GLYCEROLIPID_METABOLISM","LCLAT1"
"165","KEGG_GLYCEROLIPID_METABOLISM","GPAT3"
"166","KEGG_GLYCEROLIPID_METABOLISM","MGLL"
"167","KEGG_GLYCEROLIPID_METABOLISM","GPAT4"
"168","KEGG_GLYCEROLIPID_METABOLISM","ALDH9A1"
"169","KEGG_GLYCEROLIPID_METABOLISM","ALDH3A2"
"170","KEGG_GLYCEROLIPID_METABOLISM","PNPLA3"
"171","KEGG_GLYCEROLIPID_METABOLISM","PLPP1"
"172","KEGG_GLYCEROLIPID_METABOLISM","PLPP2"
"173","KEGG_GLYCEROLIPID_METABOLISM","AGPAT1"
"174","KEGG_GLYCEROLIPID_METABOLISM","AGPAT2"
"175","KEGG_GLYCEROLIPID_METABOLISM","CEL"
"176","KEGG_GLYCEROLIPID_METABOLISM","GPAT2"
"177","KEGG_GLYCEROLIPID_METABOLISM","LIPF"
"178","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGP"
"179","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGW"
"180","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGM"
"181","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGN"
"182","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGS"
"183","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGF"
"184","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","DPM2"
"185","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGQ"
"186","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGH"
"187","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGO"
"188","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGG"
"189","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGZ"
"190","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","GPAA1"
"191","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGU"
"192","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PGAP1"
"193","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGT"
"194","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGK"
"195","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGY"
"196","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGL"
"197","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGV"
"198","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGB"
"199","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGX"
"200","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGA"
"201","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","GPLD1"
"202","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","PIGC"
"203","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PEMT"
"204","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G15"
"205","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPD1"
"206","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPD1L"
"207","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LPGAT1"
"208","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPAM"
"209","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","MBOAT2"
"210","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","MBOAT7"
"211","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CHAT"
"212","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LPCAT1"
"213","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PTDSS1"
"214","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","ACHE"
"215","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G3"
"216","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKZ"
"217","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","ETNK1"
"218","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKE"
"219","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKD"
"220","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PCYT1A"
"221","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKH"
"222","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","JMJD7-PLA2G4B"
"223","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CHPT1"
"224","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","MBOAT1"
"225","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G6"
"226","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G2E"
"227","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G10"
"228","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LPCAT3"
"229","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G2A"
"230","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","ETNK2"
"231","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G4A"
"232","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G5"
"233","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G12B"
"234","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G4B"
"235","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PTDSS2"
"236","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G2F"
"237","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PCYT2"
"238","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CDS1"
"239","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","AGPAT3"
"240","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","AGPAT4"
"241","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PGS1"
"242","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LYPLA1"
"243","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G1B"
"244","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","ADPRM"
"245","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CDIPT"
"246","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKQ"
"247","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CDS2"
"248","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKB"
"249","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKG"
"250","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLPP3"
"251","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKA"
"252","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","DGKI"
"253","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PHOSPHO1"
"254","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LCLAT1"
"255","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","TAZ"
"256","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPAT3"
"257","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GNPAT"
"258","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LPCAT4"
"259","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G4E"
"260","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPAT4"
"261","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CHKA"
"262","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLPP1"
"263","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLPP2"
"264","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LYPLA2"
"265","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G2C"
"266","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","AGPAT1"
"267","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G2D"
"268","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LPCAT2"
"269","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLA2G12A"
"270","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","AGPAT2"
"271","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLD1"
"272","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CHKB"
"273","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PISD"
"274","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PLD2"
"275","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","PCYT1B"
"276","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPAT2"
"277","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","LCAT"
"278","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","CRLS1"
"279","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","GPD2"
"280","KEGG_ETHER_LIPID_METABOLISM","ENPP2"
"281","KEGG_ETHER_LIPID_METABOLISM","PAFAH1B1"
"282","KEGG_ETHER_LIPID_METABOLISM","PLPP3"
"283","KEGG_ETHER_LIPID_METABOLISM","LPCAT1"
"284","KEGG_ETHER_LIPID_METABOLISM","PLA2G3"
"285","KEGG_ETHER_LIPID_METABOLISM","ENPP6"
"286","KEGG_ETHER_LIPID_METABOLISM","LPCAT4"
"287","KEGG_ETHER_LIPID_METABOLISM","PLA2G4E"
"288","KEGG_ETHER_LIPID_METABOLISM","JMJD7-PLA2G4B"
"289","KEGG_ETHER_LIPID_METABOLISM","CHPT1"
"290","KEGG_ETHER_LIPID_METABOLISM","AGPS"
"291","KEGG_ETHER_LIPID_METABOLISM","PLA2G6"
"292","KEGG_ETHER_LIPID_METABOLISM","PAFAH1B3"
"293","KEGG_ETHER_LIPID_METABOLISM","PLA2G2E"
"294","KEGG_ETHER_LIPID_METABOLISM","PLA2G10"
"295","KEGG_ETHER_LIPID_METABOLISM","PAFAH2"
"296","KEGG_ETHER_LIPID_METABOLISM","PLA2G2A"
"297","KEGG_ETHER_LIPID_METABOLISM","PLA2G4A"
"298","KEGG_ETHER_LIPID_METABOLISM","PLA2G5"
"299","KEGG_ETHER_LIPID_METABOLISM","PLA2G12B"
"300","KEGG_ETHER_LIPID_METABOLISM","PLA2G4B"
"301","KEGG_ETHER_LIPID_METABOLISM","PLA2G7"
"302","KEGG_ETHER_LIPID_METABOLISM","PLA2G2F"
"303","KEGG_ETHER_LIPID_METABOLISM","PLPP1"
"304","KEGG_ETHER_LIPID_METABOLISM","PLPP2"
"305","KEGG_ETHER_LIPID_METABOLISM","PLA2G2C"
"306","KEGG_ETHER_LIPID_METABOLISM","PAFAH1B2"
"307","KEGG_ETHER_LIPID_METABOLISM","PLA2G2D"
"308","KEGG_ETHER_LIPID_METABOLISM","LPCAT2"
"309","KEGG_ETHER_LIPID_METABOLISM","PLD1"
"310","KEGG_ETHER_LIPID_METABOLISM","PLA2G12A"
"311","KEGG_ETHER_LIPID_METABOLISM","PLD2"
"312","KEGG_ETHER_LIPID_METABOLISM","PLA2G1B"
"313","KEGG_ARACHIDONIC_ACID_METABOLISM","EPHX2"
"314","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2E1"
"315","KEGG_ARACHIDONIC_ACID_METABOLISM","ALOX5"
"316","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP4A11"
"317","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2J2"
"318","KEGG_ARACHIDONIC_ACID_METABOLISM","GGT1"
"319","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G3"
"320","KEGG_ARACHIDONIC_ACID_METABOLISM","AKR1C3"
"321","KEGG_ARACHIDONIC_ACID_METABOLISM","PTGIS"
"322","KEGG_ARACHIDONIC_ACID_METABOLISM","ALOX12B"
"323","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP4F2"
"324","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2C18"
"325","KEGG_ARACHIDONIC_ACID_METABOLISM","PTGES2"
"326","KEGG_ARACHIDONIC_ACID_METABOLISM","ALOX15B"
"327","KEGG_ARACHIDONIC_ACID_METABOLISM","ALOX15"
"328","KEGG_ARACHIDONIC_ACID_METABOLISM","JMJD7-PLA2G4B"
"329","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G6"
"330","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G2E"
"331","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G10"
"332","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G2A"
"333","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G4A"
"334","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G5"
"335","KEGG_ARACHIDONIC_ACID_METABOLISM","PTGS2"
"336","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G12B"
"337","KEGG_ARACHIDONIC_ACID_METABOLISM","PTGS1"
"338","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G4B"
"339","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G2F"
"340","KEGG_ARACHIDONIC_ACID_METABOLISM","ALOX12"
"341","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2C9"
"342","KEGG_ARACHIDONIC_ACID_METABOLISM","GPX7"
"343","KEGG_ARACHIDONIC_ACID_METABOLISM","GPX6"
"344","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2C19"
"345","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2C8"
"346","KEGG_ARACHIDONIC_ACID_METABOLISM","CBR1"
"347","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2B6"
"348","KEGG_ARACHIDONIC_ACID_METABOLISM","CBR3"
"349","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP2U1"
"350","KEGG_ARACHIDONIC_ACID_METABOLISM","PLA2G1B"
"351","KEGG_ARACHIDONIC_ACID_METABOLISM","LTA4H"
"352","KEGG_ARACHIDONIC_ACID_METABOLISM","PTGES"
"353","KEGG_ARACHIDONIC_ACID_METABOLISM","GPX5"
"354","KEGG_ARACHIDONIC_ACID_METABOLISM","GPX1"
"355","KEGG_ARACHIDONIC_ACID_METABOLISM","CYP4A22"
